"audit_id","audit_date","store_id","sku_id","visibility_score","shelf_compliance","audit_issue"
"AUD000048","2026-06-01","S001","SKU0048",57.14,"Compliant","None"
"AUD000049","2026-06-01","S001","SKU0049",83.33,"Compliant","None"
"AUD000050","2026-06-01","S001","SKU0050",67.57,"Compliant","None"
"AUD000051","2026-06-01","S001","SKU0051",26.09,"Non-Compliant","Low Visibility"
"AUD000052","2026-06-01","S001","SKU0052",0.00,"Non-Compliant","Stock Out"
"AUD000053","2026-06-01","S001","SKU0053",100.00,"Compliant","None"
"AUD000054","2026-06-01","S001","SKU0054",53.85,"Compliant","None"
"AUD000055","2026-06-01","S001","SKU0055",50.00,"Compliant","None"
"AUD000056","2026-06-01","S001","SKU0056",87.50,"Compliant","None"
"AUD000057","2026-06-01","S001","SKU0057",0.00,"Non-Compliant","Stock Out"
"AUD000058","2026-06-01","S001","SKU0058",11.76,"Non-Compliant","Low Visibility"
"AUD000059","2026-06-01","S001","SKU0059",54.55,"Compliant","None"
"AUD000060","2026-06-01","S001","SKU0060",50.00,"Compliant","None"
"AUD000061","2026-06-01","S001","SKU0061",42.86,"Non-Compliant","Low Visibility"
"AUD000062","2026-06-01","S001","SKU0062",100.00,"Compliant","None"
"AUD000063","2026-06-01","S001","SKU0063",23.81,"Non-Compliant","Low Visibility"
"AUD000064","2026-06-01","S001","SKU0064",0.00,"Non-Compliant","Stock Out"
"AUD000065","2026-06-01","S001","SKU0065",53.57,"Compliant","None"
"AUD000066","2026-06-01","S001","SKU0066",76.92,"Non-Compliant","Misplaced Product"
"AUD000067","2026-06-01","S001","SKU0067",51.61,"Compliant","None"
"AUD000068","2026-06-01","S001","SKU0068",29.63,"Non-Compliant","Low Visibility"
"AUD000069","2026-06-01","S001","SKU0069",61.11,"Compliant","None"
"AUD000070","2026-06-01","S001","SKU0070",63.64,"Compliant","None"
"AUD000071","2026-06-01","S001","SKU0071",61.54,"Compliant","None"
"AUD000072","2026-06-01","S001","SKU0072",48.15,"Non-Compliant","Low Visibility"
"AUD000073","2026-06-01","S001","SKU0073",71.43,"Compliant","None"
"AUD000074","2026-06-01","S001","SKU0074",41.38,"Non-Compliant","Low Visibility"
"AUD000075","2026-06-01","S001","SKU0075",84.21,"Compliant","None"
"AUD000076","2026-06-01","S001","SKU0076",91.43,"Compliant","None"
"AUD000077","2026-06-01","S001","SKU0077",78.12,"Compliant","None"
"AUD000078","2026-06-01","S001","SKU0078",0.00,"Non-Compliant","Stock Out"
"AUD000079","2026-06-01","S001","SKU0079",58.62,"Non-Compliant","Misplaced Product"
"AUD000080","2026-06-01","S001","SKU0080",59.09,"Compliant","None"
"AUD000081","2026-06-01","S001","SKU0081",75.68,"Compliant","None"
"AUD000082","2026-06-01","S001","SKU0082",92.59,"Compliant","None"
"AUD000083","2026-06-01","S001","SKU0083",54.17,"Compliant","None"
"AUD001002","2026-06-01","S003","SKU0002",75.00,"Compliant","None"
"AUD000084","2026-06-01","S001","SKU0084",34.48,"Non-Compliant","Low Visibility"
"AUD000085","2026-06-01","S001","SKU0085",71.43,"Non-Compliant","Misplaced Product"
"AUD000086","2026-06-01","S001","SKU0086",42.31,"Non-Compliant","Low Visibility"
"AUD000087","2026-06-01","S001","SKU0087",80.77,"Compliant","None"
"AUD000088","2026-06-01","S001","SKU0088",77.14,"Compliant","None"
"AUD000089","2026-06-01","S001","SKU0089",57.14,"Compliant","None"
"AUD000090","2026-06-01","S001","SKU0090",51.85,"Compliant","None"
"AUD000091","2026-06-01","S001","SKU0091",0.00,"Non-Compliant","Stock Out"
"AUD000092","2026-06-01","S001","SKU0092",74.07,"Compliant","None"
"AUD000093","2026-06-01","S001","SKU0093",0.00,"Non-Compliant","Stock Out"
"AUD000094","2026-06-01","S001","SKU0094",64.52,"Compliant","None"
"AUD000095","2026-06-01","S001","SKU0095",80.65,"Compliant","None"
"AUD000096","2026-06-01","S001","SKU0096",63.64,"Compliant","None"
"AUD000097","2026-06-01","S001","SKU0097",60.53,"Compliant","None"
"AUD000098","2026-06-01","S001","SKU0098",75.76,"Compliant","None"
"AUD000099","2026-06-01","S001","SKU0099",84.21,"Compliant","None"
"AUD000100","2026-06-01","S001","SKU0100",62.50,"Compliant","None"
"AUD000101","2026-06-01","S001","SKU0101",78.95,"Non-Compliant","Misplaced Product"
"AUD000102","2026-06-01","S001","SKU0102",79.31,"Non-Compliant","Misplaced Product"
"AUD000103","2026-06-01","S001","SKU0103",97.06,"Compliant","None"
"AUD000104","2026-06-01","S001","SKU0104",45.71,"Non-Compliant","Low Visibility"
"AUD000105","2026-06-01","S001","SKU0105",40.91,"Non-Compliant","Low Visibility"
"AUD000106","2026-06-01","S001","SKU0106",50.00,"Non-Compliant","Misplaced Product"
"AUD000107","2026-06-01","S001","SKU0107",27.27,"Non-Compliant","Low Visibility"
"AUD000108","2026-06-01","S001","SKU0108",56.25,"Compliant","None"
"AUD000109","2026-06-01","S001","SKU0109",12.50,"Non-Compliant","Low Visibility"
"AUD000110","2026-06-01","S001","SKU0110",88.00,"Compliant","None"
"AUD000111","2026-06-01","S001","SKU0111",40.62,"Non-Compliant","Low Visibility"
"AUD000112","2026-06-01","S001","SKU0112",35.29,"Non-Compliant","Low Visibility"
"AUD000113","2026-06-01","S001","SKU0113",46.67,"Non-Compliant","Low Visibility"
"AUD000114","2026-06-01","S001","SKU0114",54.55,"Compliant","None"
"AUD000115","2026-06-01","S001","SKU0115",48.15,"Non-Compliant","Low Visibility"
"AUD000116","2026-06-01","S001","SKU0116",71.43,"Compliant","None"
"AUD000117","2026-06-01","S001","SKU0117",55.26,"Compliant","None"
"AUD000118","2026-06-01","S001","SKU0118",61.54,"Compliant","None"
"AUD000119","2026-06-01","S001","SKU0119",90.91,"Compliant","None"
"AUD000120","2026-06-01","S001","SKU0120",25.00,"Non-Compliant","Low Visibility"
"AUD000121","2026-06-01","S001","SKU0121",83.33,"Compliant","None"
"AUD000122","2026-06-01","S001","SKU0122",100.00,"Compliant","None"
"AUD000123","2026-06-01","S001","SKU0123",7.69,"Non-Compliant","Low Visibility"
"AUD000124","2026-06-01","S001","SKU0124",48.39,"Non-Compliant","Low Visibility"
"AUD000125","2026-06-01","S001","SKU0125",87.88,"Compliant","None"
"AUD000126","2026-06-01","S001","SKU0126",84.85,"Compliant","None"
"AUD000127","2026-06-01","S001","SKU0127",85.71,"Compliant","None"
"AUD000128","2026-06-01","S001","SKU0128",72.73,"Compliant","None"
"AUD000129","2026-06-01","S001","SKU0129",83.33,"Compliant","None"
"AUD000130","2026-06-01","S001","SKU0130",73.33,"Compliant","None"
"AUD000131","2026-06-01","S001","SKU0131",56.52,"Compliant","None"
"AUD000132","2026-06-01","S001","SKU0132",62.16,"Compliant","None"
"AUD000133","2026-06-01","S001","SKU0133",93.75,"Compliant","None"
"AUD000134","2026-06-01","S001","SKU0134",55.56,"Compliant","None"
"AUD000135","2026-06-01","S001","SKU0135",88.89,"Compliant","None"
"AUD000136","2026-06-01","S001","SKU0136",63.16,"Compliant","None"
"AUD000137","2026-06-01","S001","SKU0137",95.83,"Non-Compliant","Misplaced Product"
"AUD000138","2026-06-01","S001","SKU0138",24.00,"Non-Compliant","Low Visibility"
"AUD000139","2026-06-01","S001","SKU0139",94.12,"Compliant","None"
"AUD000140","2026-06-01","S001","SKU0140",76.67,"Compliant","None"
"AUD000141","2026-06-01","S001","SKU0141",55.88,"Compliant","None"
"AUD000142","2026-06-01","S001","SKU0142",51.35,"Compliant","None"
"AUD000143","2026-06-01","S001","SKU0143",96.30,"Compliant","None"
"AUD000144","2026-06-01","S001","SKU0144",85.19,"Compliant","None"
"AUD000145","2026-06-01","S001","SKU0145",89.19,"Compliant","None"
"AUD000146","2026-06-01","S001","SKU0146",26.92,"Non-Compliant","Low Visibility"
"AUD000147","2026-06-01","S001","SKU0147",97.22,"Compliant","None"
"AUD000148","2026-06-01","S001","SKU0148",66.67,"Compliant","None"
"AUD000149","2026-06-01","S001","SKU0149",50.00,"Compliant","None"
"AUD000150","2026-06-01","S001","SKU0150",0.00,"Non-Compliant","Stock Out"
"AUD000151","2026-06-01","S001","SKU0151",100.00,"Compliant","None"
"AUD000152","2026-06-01","S001","SKU0152",55.88,"Compliant","None"
"AUD000153","2026-06-01","S001","SKU0153",70.83,"Compliant","None"
"AUD000154","2026-06-01","S001","SKU0154",74.07,"Compliant","None"
"AUD000155","2026-06-01","S001","SKU0155",54.84,"Compliant","None"
"AUD000156","2026-06-01","S001","SKU0156",34.62,"Non-Compliant","Low Visibility"
"AUD000157","2026-06-01","S001","SKU0157",68.75,"Compliant","None"
"AUD000158","2026-06-01","S001","SKU0158",40.00,"Non-Compliant","Low Visibility"
"AUD000159","2026-06-01","S001","SKU0159",92.86,"Compliant","None"
"AUD000160","2026-06-01","S001","SKU0160",34.62,"Non-Compliant","Low Visibility"
"AUD000161","2026-06-01","S001","SKU0161",87.50,"Compliant","None"
"AUD000162","2026-06-01","S001","SKU0162",10.53,"Non-Compliant","Low Visibility"
"AUD000163","2026-06-01","S001","SKU0163",78.12,"Compliant","None"
"AUD000164","2026-06-01","S001","SKU0164",50.00,"Compliant","None"
"AUD000165","2026-06-01","S001","SKU0165",26.09,"Non-Compliant","Low Visibility"
"AUD000166","2026-06-01","S001","SKU0166",91.43,"Compliant","None"
"AUD000167","2026-06-01","S001","SKU0167",93.55,"Compliant","None"
"AUD000168","2026-06-01","S001","SKU0168",53.85,"Compliant","None"
"AUD000169","2026-06-01","S001","SKU0169",54.55,"Compliant","None"
"AUD000170","2026-06-01","S001","SKU0170",90.91,"Compliant","None"
"AUD000171","2026-06-01","S001","SKU0171",5.26,"Non-Compliant","Low Visibility"
"AUD000172","2026-06-01","S001","SKU0172",85.19,"Compliant","None"
"AUD000173","2026-06-01","S001","SKU0173",0.00,"Non-Compliant","Stock Out"
"AUD000174","2026-06-01","S001","SKU0174",47.83,"Non-Compliant","Low Visibility"
"AUD000175","2026-06-01","S001","SKU0175",86.67,"Compliant","None"
"AUD000176","2026-06-01","S001","SKU0176",31.82,"Non-Compliant","Low Visibility"
"AUD000177","2026-06-01","S001","SKU0177",90.00,"Compliant","None"
"AUD000178","2026-06-01","S001","SKU0178",52.38,"Compliant","None"
"AUD000179","2026-06-01","S001","SKU0179",100.00,"Compliant","None"
"AUD000180","2026-06-01","S001","SKU0180",18.75,"Non-Compliant","Low Visibility"
"AUD000181","2026-06-01","S001","SKU0181",66.67,"Compliant","None"
"AUD000182","2026-06-01","S001","SKU0182",74.07,"Compliant","None"
"AUD000183","2026-06-01","S001","SKU0183",20.00,"Non-Compliant","Low Visibility"
"AUD000184","2026-06-01","S001","SKU0184",52.63,"Compliant","None"
"AUD000185","2026-06-01","S001","SKU0185",0.00,"Non-Compliant","Stock Out"
"AUD000186","2026-06-01","S001","SKU0186",94.12,"Compliant","None"
"AUD000187","2026-06-01","S001","SKU0187",78.95,"Compliant","None"
"AUD000188","2026-06-01","S001","SKU0188",64.71,"Compliant","None"
"AUD000189","2026-06-01","S001","SKU0189",67.74,"Compliant","None"
"AUD000190","2026-06-01","S001","SKU0190",47.37,"Non-Compliant","Low Visibility"
"AUD000191","2026-06-01","S001","SKU0191",52.17,"Compliant","None"
"AUD000192","2026-06-01","S001","SKU0192",87.50,"Compliant","None"
"AUD000193","2026-06-01","S001","SKU0193",67.74,"Compliant","None"
"AUD000194","2026-06-01","S001","SKU0194",31.58,"Non-Compliant","Low Visibility"
"AUD000195","2026-06-01","S001","SKU0195",60.00,"Compliant","None"
"AUD000196","2026-06-01","S001","SKU0196",86.96,"Compliant","None"
"AUD000197","2026-06-01","S001","SKU0197",0.00,"Non-Compliant","Stock Out"
"AUD000198","2026-06-01","S001","SKU0198",86.67,"Compliant","None"
"AUD000199","2026-06-01","S001","SKU0199",0.00,"Non-Compliant","Stock Out"
"AUD000200","2026-06-01","S001","SKU0200",13.64,"Non-Compliant","Low Visibility"
"AUD000201","2026-06-01","S001","SKU0201",92.59,"Compliant","None"
"AUD000202","2026-06-01","S001","SKU0202",55.56,"Compliant","None"
"AUD000203","2026-06-01","S001","SKU0203",60.00,"Compliant","None"
"AUD000204","2026-06-01","S001","SKU0204",47.22,"Non-Compliant","Low Visibility"
"AUD000205","2026-06-01","S001","SKU0205",0.00,"Non-Compliant","Stock Out"
"AUD000206","2026-06-01","S001","SKU0206",32.00,"Non-Compliant","Low Visibility"
"AUD000207","2026-06-01","S001","SKU0207",51.35,"Compliant","None"
"AUD000208","2026-06-01","S001","SKU0208",27.27,"Non-Compliant","Low Visibility"
"AUD000209","2026-06-01","S001","SKU0209",80.77,"Compliant","None"
"AUD000210","2026-06-01","S001","SKU0210",93.33,"Compliant","None"
"AUD000211","2026-06-01","S001","SKU0211",100.00,"Compliant","None"
"AUD000212","2026-06-01","S001","SKU0212",0.00,"Non-Compliant","Stock Out"
"AUD000213","2026-06-01","S001","SKU0213",71.43,"Compliant","None"
"AUD000214","2026-06-01","S001","SKU0214",0.00,"Non-Compliant","Stock Out"
"AUD000215","2026-06-01","S001","SKU0215",85.71,"Compliant","None"
"AUD000216","2026-06-01","S001","SKU0216",90.48,"Compliant","None"
"AUD000217","2026-06-01","S001","SKU0217",42.42,"Non-Compliant","Low Visibility"
"AUD000218","2026-06-01","S001","SKU0218",45.83,"Non-Compliant","Low Visibility"
"AUD000219","2026-06-01","S001","SKU0219",60.00,"Compliant","None"
"AUD000220","2026-06-01","S001","SKU0220",45.71,"Non-Compliant","Low Visibility"
"AUD000221","2026-06-01","S001","SKU0221",85.00,"Compliant","None"
"AUD000222","2026-06-01","S001","SKU0222",100.00,"Compliant","None"
"AUD000223","2026-06-01","S001","SKU0223",60.71,"Compliant","None"
"AUD000224","2026-06-01","S001","SKU0224",64.29,"Compliant","None"
"AUD000225","2026-06-01","S001","SKU0225",52.94,"Compliant","None"
"AUD000226","2026-06-01","S001","SKU0226",66.67,"Compliant","None"
"AUD000227","2026-06-01","S001","SKU0227",65.38,"Compliant","None"
"AUD000228","2026-06-01","S001","SKU0228",20.00,"Non-Compliant","Low Visibility"
"AUD000229","2026-06-01","S001","SKU0229",53.33,"Compliant","None"
"AUD000230","2026-06-01","S001","SKU0230",0.00,"Non-Compliant","Stock Out"
"AUD000231","2026-06-01","S001","SKU0231",100.00,"Compliant","None"
"AUD000232","2026-06-01","S001","SKU0232",66.67,"Compliant","None"
"AUD000233","2026-06-01","S001","SKU0233",42.31,"Non-Compliant","Low Visibility"
"AUD000234","2026-06-01","S001","SKU0234",51.28,"Compliant","None"
"AUD000235","2026-06-01","S001","SKU0235",25.00,"Non-Compliant","Low Visibility"
"AUD000236","2026-06-01","S001","SKU0236",0.00,"Non-Compliant","Stock Out"
"AUD000237","2026-06-01","S001","SKU0237",53.85,"Compliant","None"
"AUD000238","2026-06-01","S001","SKU0238",30.00,"Non-Compliant","Low Visibility"
"AUD000239","2026-06-01","S001","SKU0239",95.45,"Compliant","None"
"AUD000240","2026-06-01","S001","SKU0240",41.38,"Non-Compliant","Low Visibility"
"AUD000241","2026-06-01","S001","SKU0241",100.00,"Compliant","None"
"AUD000242","2026-06-01","S001","SKU0242",44.00,"Non-Compliant","Low Visibility"
"AUD000243","2026-06-01","S001","SKU0243",70.00,"Compliant","None"
"AUD000244","2026-06-01","S001","SKU0244",71.43,"Compliant","None"
"AUD000245","2026-06-01","S001","SKU0245",18.75,"Non-Compliant","Low Visibility"
"AUD000246","2026-06-01","S001","SKU0246",57.14,"Compliant","None"
"AUD000247","2026-06-01","S001","SKU0247",78.95,"Compliant","None"
"AUD000248","2026-06-01","S001","SKU0248",51.61,"Compliant","None"
"AUD000249","2026-06-01","S001","SKU0249",0.00,"Non-Compliant","Stock Out"
"AUD000250","2026-06-01","S001","SKU0250",97.44,"Compliant","None"
"AUD000251","2026-06-01","S001","SKU0251",100.00,"Compliant","None"
"AUD000252","2026-06-01","S001","SKU0252",100.00,"Compliant","None"
"AUD000253","2026-06-01","S001","SKU0253",67.65,"Compliant","None"
"AUD000254","2026-06-01","S001","SKU0254",30.77,"Non-Compliant","Low Visibility"
"AUD000255","2026-06-01","S001","SKU0255",88.89,"Compliant","None"
"AUD000256","2026-06-01","S001","SKU0256",30.00,"Non-Compliant","Low Visibility"
"AUD000257","2026-06-01","S001","SKU0257",33.33,"Non-Compliant","Low Visibility"
"AUD000258","2026-06-01","S001","SKU0258",57.89,"Non-Compliant","Misplaced Product"
"AUD000259","2026-06-01","S001","SKU0259",57.14,"Compliant","None"
"AUD000260","2026-06-01","S001","SKU0260",100.00,"Compliant","None"
"AUD000261","2026-06-01","S001","SKU0261",45.71,"Non-Compliant","Low Visibility"
"AUD000262","2026-06-01","S001","SKU0262",31.58,"Non-Compliant","Low Visibility"
"AUD000263","2026-06-01","S001","SKU0263",38.46,"Non-Compliant","Low Visibility"
"AUD000264","2026-06-01","S001","SKU0264",66.67,"Compliant","None"
"AUD000265","2026-06-01","S001","SKU0265",100.00,"Compliant","None"
"AUD000266","2026-06-01","S001","SKU0266",0.00,"Non-Compliant","Stock Out"
"AUD000267","2026-06-01","S001","SKU0267",56.76,"Compliant","None"
"AUD000268","2026-06-01","S001","SKU0268",59.26,"Compliant","None"
"AUD000269","2026-06-01","S001","SKU0269",41.38,"Non-Compliant","Low Visibility"
"AUD000270","2026-06-01","S001","SKU0270",92.31,"Compliant","None"
"AUD000271","2026-06-01","S001","SKU0271",64.71,"Compliant","None"
"AUD000272","2026-06-01","S001","SKU0272",96.88,"Compliant","None"
"AUD000273","2026-06-01","S001","SKU0273",46.67,"Non-Compliant","Low Visibility"
"AUD000274","2026-06-01","S001","SKU0274",54.55,"Compliant","None"
"AUD000275","2026-06-01","S001","SKU0275",30.43,"Non-Compliant","Low Visibility"
"AUD000276","2026-06-01","S001","SKU0276",90.91,"Compliant","None"
"AUD000277","2026-06-01","S001","SKU0277",0.00,"Non-Compliant","Stock Out"
"AUD000278","2026-06-01","S001","SKU0278",57.14,"Compliant","None"
"AUD000279","2026-06-01","S001","SKU0279",63.16,"Compliant","None"
"AUD000280","2026-06-01","S001","SKU0280",75.86,"Compliant","None"
"AUD000281","2026-06-01","S001","SKU0281",90.91,"Compliant","None"
"AUD000282","2026-06-01","S001","SKU0282",68.57,"Compliant","None"
"AUD000283","2026-06-01","S001","SKU0283",48.39,"Non-Compliant","Low Visibility"
"AUD000284","2026-06-01","S001","SKU0284",58.97,"Compliant","None"
"AUD000285","2026-06-01","S001","SKU0285",76.32,"Compliant","None"
"AUD000286","2026-06-01","S001","SKU0286",35.00,"Non-Compliant","Low Visibility"
"AUD000287","2026-06-01","S001","SKU0287",95.00,"Compliant","None"
"AUD000288","2026-06-01","S001","SKU0288",72.22,"Compliant","None"
"AUD000289","2026-06-01","S001","SKU0289",61.11,"Compliant","None"
"AUD000290","2026-06-01","S001","SKU0290",66.67,"Compliant","None"
"AUD000291","2026-06-01","S001","SKU0291",62.16,"Compliant","None"
"AUD000292","2026-06-01","S001","SKU0292",93.33,"Compliant","None"
"AUD000293","2026-06-01","S001","SKU0293",45.83,"Non-Compliant","Low Visibility"
"AUD000294","2026-06-01","S001","SKU0294",82.05,"Compliant","None"
"AUD000295","2026-06-01","S001","SKU0295",50.00,"Compliant","None"
"AUD000296","2026-06-01","S001","SKU0296",90.91,"Compliant","None"
"AUD000297","2026-06-01","S001","SKU0297",94.29,"Compliant","None"
"AUD000298","2026-06-01","S001","SKU0298",100.00,"Compliant","None"
"AUD000299","2026-06-01","S001","SKU0299",38.10,"Non-Compliant","Low Visibility"
"AUD000300","2026-06-01","S001","SKU0300",93.94,"Compliant","None"
"AUD000301","2026-06-01","S001","SKU0301",57.89,"Compliant","None"
"AUD000302","2026-06-01","S001","SKU0302",74.19,"Compliant","None"
"AUD000303","2026-06-01","S001","SKU0303",91.89,"Compliant","None"
"AUD000304","2026-06-01","S001","SKU0304",76.67,"Compliant","None"
"AUD000305","2026-06-01","S001","SKU0305",94.59,"Compliant","None"
"AUD000306","2026-06-01","S001","SKU0306",31.25,"Non-Compliant","Low Visibility"
"AUD000307","2026-06-01","S001","SKU0307",100.00,"Compliant","None"
"AUD000308","2026-06-01","S001","SKU0308",100.00,"Compliant","None"
"AUD000309","2026-06-01","S001","SKU0309",52.17,"Compliant","None"
"AUD000310","2026-06-01","S001","SKU0310",83.33,"Compliant","None"
"AUD000311","2026-06-01","S001","SKU0311",18.18,"Non-Compliant","Low Visibility"
"AUD000312","2026-06-01","S001","SKU0312",0.00,"Non-Compliant","Stock Out"
"AUD000313","2026-06-01","S001","SKU0313",71.05,"Compliant","None"
"AUD000314","2026-06-01","S001","SKU0314",7.14,"Non-Compliant","Low Visibility"
"AUD000315","2026-06-01","S001","SKU0315",56.76,"Compliant","None"
"AUD000316","2026-06-01","S001","SKU0316",60.87,"Compliant","None"
"AUD000317","2026-06-01","S001","SKU0317",41.94,"Non-Compliant","Low Visibility"
"AUD000318","2026-06-01","S001","SKU0318",38.10,"Non-Compliant","Low Visibility"
"AUD000319","2026-06-01","S001","SKU0319",61.29,"Compliant","None"
"AUD000320","2026-06-01","S001","SKU0320",32.00,"Non-Compliant","Low Visibility"
"AUD000321","2026-06-01","S001","SKU0321",71.43,"Compliant","None"
"AUD000322","2026-06-01","S001","SKU0322",96.67,"Compliant","None"
"AUD000323","2026-06-01","S001","SKU0323",61.76,"Non-Compliant","Misplaced Product"
"AUD000324","2026-06-01","S001","SKU0324",100.00,"Compliant","None"
"AUD000325","2026-06-01","S001","SKU0325",76.32,"Compliant","None"
"AUD000326","2026-06-01","S001","SKU0326",100.00,"Compliant","None"
"AUD000327","2026-06-01","S001","SKU0327",48.48,"Non-Compliant","Low Visibility"
"AUD000328","2026-06-01","S001","SKU0328",54.05,"Compliant","None"
"AUD000329","2026-06-01","S001","SKU0329",64.71,"Compliant","None"
"AUD000330","2026-06-01","S001","SKU0330",36.00,"Non-Compliant","Low Visibility"
"AUD000331","2026-06-01","S001","SKU0331",86.21,"Compliant","None"
"AUD000332","2026-06-01","S001","SKU0332",54.55,"Compliant","None"
"AUD000333","2026-06-01","S001","SKU0333",33.33,"Non-Compliant","Low Visibility"
"AUD000334","2026-06-01","S001","SKU0334",76.92,"Compliant","None"
"AUD000335","2026-06-01","S001","SKU0335",25.00,"Non-Compliant","Low Visibility"
"AUD000336","2026-06-01","S001","SKU0336",12.50,"Non-Compliant","Low Visibility"
"AUD000337","2026-06-01","S001","SKU0337",30.77,"Non-Compliant","Low Visibility"
"AUD000338","2026-06-01","S001","SKU0338",68.42,"Compliant","None"
"AUD000339","2026-06-01","S001","SKU0339",54.29,"Compliant","None"
"AUD000340","2026-06-01","S001","SKU0340",13.64,"Non-Compliant","Low Visibility"
"AUD000341","2026-06-01","S001","SKU0341",62.50,"Compliant","None"
"AUD000342","2026-06-01","S001","SKU0342",71.43,"Compliant","None"
"AUD000343","2026-06-01","S001","SKU0343",29.63,"Non-Compliant","Low Visibility"
"AUD000344","2026-06-01","S001","SKU0344",55.00,"Compliant","None"
"AUD000345","2026-06-01","S001","SKU0345",77.42,"Compliant","None"
"AUD000346","2026-06-01","S001","SKU0346",68.75,"Compliant","None"
"AUD000347","2026-06-01","S001","SKU0347",62.16,"Compliant","None"
"AUD000348","2026-06-01","S001","SKU0348",83.33,"Compliant","None"
"AUD000349","2026-06-01","S001","SKU0349",0.00,"Non-Compliant","Stock Out"
"AUD000350","2026-06-01","S001","SKU0350",55.56,"Compliant","None"
"AUD000351","2026-06-01","S001","SKU0351",93.55,"Compliant","None"
"AUD000352","2026-06-01","S001","SKU0352",43.75,"Non-Compliant","Low Visibility"
"AUD000353","2026-06-01","S001","SKU0353",62.86,"Compliant","None"
"AUD000354","2026-06-01","S001","SKU0354",67.57,"Compliant","None"
"AUD000355","2026-06-01","S001","SKU0355",50.00,"Compliant","None"
"AUD000356","2026-06-01","S001","SKU0356",94.12,"Compliant","None"
"AUD000357","2026-06-01","S001","SKU0357",13.33,"Non-Compliant","Low Visibility"
"AUD000358","2026-06-01","S001","SKU0358",67.57,"Compliant","None"
