price_id,store_id,sku_id,audit_date,expected_price,displayed_price,price_status
PR000054,S001,SKU0054,2026-06-01,31.64,31.64,Correct
PR000055,S001,SKU0055,2026-06-01,124.61,124.61,Correct
PR000056,S001,SKU0056,2026-06-01,127.24,127.24,Correct
PR000057,S001,SKU0057,2026-06-01,187.2,187.2,Correct
PR000058,S001,SKU0058,2026-06-01,191.71,191.71,Correct
PR000059,S001,SKU0059,2026-06-01,137.47,137.47,Correct
PR000060,S001,SKU0060,2026-06-01,106.11,106.11,Correct
PR000061,S001,SKU0061,2026-06-01,420.6,420.6,Correct
PR000062,S001,SKU0062,2026-06-01,182.64,182.64,Correct
PR000063,S001,SKU0063,2026-06-01,392.63,392.63,Correct
PR000064,S001,SKU0064,2026-06-01,204.84,186.84,Mismatch
PR000065,S001,SKU0065,2026-06-01,51.1,51.1,Correct
PR000066,S001,SKU0066,2026-06-01,172.96,178.96,Mismatch
PR000067,S001,SKU0067,2026-06-01,333.87,333.87,Correct
PR000068,S001,SKU0068,2026-06-01,55.67,36.67,Mismatch
PR000069,S001,SKU0069,2026-06-01,447.48,447.48,Correct
PR000070,S001,SKU0070,2026-06-01,128.95,128.95,Correct
PR000071,S001,SKU0071,2026-06-01,446.6,446.6,Correct
PR000072,S001,SKU0072,2026-06-01,457.11,457.11,Correct
PR000073,S001,SKU0073,2026-06-01,267.5,267.5,Correct
PR000074,S001,SKU0074,2026-06-01,200.81,213.81,Mismatch
PR000075,S001,SKU0075,2026-06-01,368.55,368.55,Correct
PR000076,S001,SKU0076,2026-06-01,42.39,42.39,Correct
PR000077,S001,SKU0077,2026-06-01,465.43,465.43,Correct
PR000078,S001,SKU0078,2026-06-01,20.45,9.45,Mismatch
PR000079,S001,SKU0079,2026-06-01,38.58,38.58,Correct
PR000080,S001,SKU0080,2026-06-01,216.53,216.53,Correct
PR000081,S001,SKU0081,2026-06-01,398.31,398.31,Correct
PR000082,S001,SKU0082,2026-06-01,220.04,220.04,Correct
PR000083,S001,SKU0083,2026-06-01,43.66,43.66,Correct
PR000084,S001,SKU0084,2026-06-01,99.27,99.27,Correct
PR000085,S001,SKU0085,2026-06-01,491.61,491.61,Correct
PR000086,S001,SKU0086,2026-06-01,182.83,182.83,Correct
PR000087,S001,SKU0087,2026-06-01,233.28,233.28,Correct
PR000088,S001,SKU0088,2026-06-01,398.88,398.88,Correct
PR000089,S001,SKU0089,2026-06-01,215.66,215.66,Correct
PR000090,S001,SKU0090,2026-06-01,400.3,400.3,Correct
PR000091,S001,SKU0091,2026-06-01,361.05,361.05,Correct
PR000092,S001,SKU0092,2026-06-01,178.69,174.69,Mismatch
PR000093,S001,SKU0093,2026-06-01,305.59,305.59,Correct
PR000094,S001,SKU0094,2026-06-01,230.85,230.85,Correct
PR000095,S001,SKU0095,2026-06-01,294.22,294.22,Correct
PR000096,S001,SKU0096,2026-06-01,60.11,65.11,Mismatch
PR000097,S001,SKU0097,2026-06-01,160.18,168.18,Mismatch
PR000098,S001,SKU0098,2026-06-01,365.98,365.98,Correct
PR000099,S001,SKU0099,2026-06-01,349.52,349.52,Correct
PR000100,S001,SKU0100,2026-06-01,408.19,408.19,Correct
PR000101,S001,SKU0101,2026-06-01,260.56,267.56,Mismatch
PR000102,S001,SKU0102,2026-06-01,467.6,467.6,Correct
PR000103,S001,SKU0103,2026-06-01,395.0,402.0,Mismatch
PR000104,S001,SKU0104,2026-06-01,94.78,94.78,Correct
PR000105,S001,SKU0105,2026-06-01,53.4,53.4,Correct
PR000106,S001,SKU0106,2026-06-01,167.24,167.24,Correct
PR000107,S001,SKU0107,2026-06-01,233.57,233.57,Correct
PR000108,S001,SKU0108,2026-06-01,408.86,408.86,Correct
PR000109,S001,SKU0109,2026-06-01,152.81,152.81,Correct
PR000110,S001,SKU0110,2026-06-01,428.28,428.28,Correct
PR000111,S001,SKU0111,2026-06-01,206.37,206.37,Correct
PR000112,S001,SKU0112,2026-06-01,253.6,253.6,Correct
PR000113,S001,SKU0113,2026-06-01,460.76,460.76,Correct
PR000114,S001,SKU0114,2026-06-01,486.98,486.98,Correct
PR000115,S001,SKU0115,2026-06-01,337.86,338.86,Mismatch
PR000116,S001,SKU0116,2026-06-01,114.53,114.53,Correct
PR000117,S001,SKU0117,2026-06-01,425.31,425.31,Correct
PR000118,S001,SKU0118,2026-06-01,119.7,119.7,Correct
PR000119,S001,SKU0119,2026-06-01,339.71,339.71,Correct
PR000120,S001,SKU0120,2026-06-01,488.22,488.22,Correct
PR000121,S001,SKU0121,2026-06-01,337.35,337.35,Correct
PR000122,S001,SKU0122,2026-06-01,422.52,422.52,Correct
PR000123,S001,SKU0123,2026-06-01,421.03,421.03,Correct
PR000124,S001,SKU0124,2026-06-01,79.27,79.27,Correct
PR000125,S001,SKU0125,2026-06-01,331.26,331.26,Correct
PR000126,S001,SKU0126,2026-06-01,230.59,230.59,Correct
PR000127,S001,SKU0127,2026-06-01,25.22,25.22,Correct
PR000128,S001,SKU0128,2026-06-01,102.45,102.45,Correct
PR000129,S001,SKU0129,2026-06-01,369.25,369.25,Correct
PR000130,S001,SKU0130,2026-06-01,113.25,114.25,Mismatch
PR000131,S001,SKU0131,2026-06-01,447.58,440.58,Mismatch
PR000132,S001,SKU0132,2026-06-01,326.36,326.36,Correct
PR000133,S001,SKU0133,2026-06-01,65.6,65.6,Correct
PR000134,S001,SKU0134,2026-06-01,194.61,194.61,Correct
PR000135,S001,SKU0135,2026-06-01,307.38,307.38,Correct
PR000136,S001,SKU0136,2026-06-01,470.47,470.47,Correct
PR000137,S001,SKU0137,2026-06-01,276.23,276.23,Correct
PR000138,S001,SKU0138,2026-06-01,192.56,192.56,Correct
PR000139,S001,SKU0139,2026-06-01,348.3,348.3,Correct
PR000140,S001,SKU0140,2026-06-01,130.61,130.61,Correct
PR000141,S001,SKU0141,2026-06-01,260.51,260.51,Correct
PR000142,S001,SKU0142,2026-06-01,265.02,265.02,Correct
PR000143,S001,SKU0143,2026-06-01,399.26,382.26,Mismatch
PR000144,S001,SKU0144,2026-06-01,63.26,61.26,Mismatch
PR000145,S001,SKU0145,2026-06-01,37.52,37.52,Correct
PR000146,S001,SKU0146,2026-06-01,267.16,267.16,Correct
PR000147,S001,SKU0147,2026-06-01,69.25,69.25,Correct
PR000148,S001,SKU0148,2026-06-01,147.7,147.7,Correct
PR000149,S001,SKU0149,2026-06-01,331.16,331.16,Correct
PR000150,S001,SKU0150,2026-06-01,263.56,263.56,Correct
PR000151,S001,SKU0151,2026-06-01,127.91,127.91,Correct
PR000152,S001,SKU0152,2026-06-01,336.94,336.94,Correct
PR000153,S001,SKU0153,2026-06-01,235.19,235.19,Correct
PR000154,S001,SKU0154,2026-06-01,196.09,196.09,Correct
PR000155,S001,SKU0155,2026-06-01,151.35,151.35,Correct
PR000156,S001,SKU0156,2026-06-01,145.25,145.25,Correct
PR000157,S001,SKU0157,2026-06-01,319.09,319.09,Correct
PR000158,S001,SKU0158,2026-06-01,294.47,294.47,Correct
PR000159,S001,SKU0159,2026-06-01,102.03,102.03,Correct
PR000160,S001,SKU0160,2026-06-01,292.15,302.15,Mismatch
PR000161,S001,SKU0161,2026-06-01,346.16,346.16,Correct
PR000162,S001,SKU0162,2026-06-01,275.67,275.67,Correct
PR000163,S001,SKU0163,2026-06-01,67.52,67.52,Correct
PR000164,S001,SKU0164,2026-06-01,224.97,206.97,Mismatch
PR000165,S001,SKU0165,2026-06-01,405.05,405.05,Correct
PR000166,S001,SKU0166,2026-06-01,141.18,141.18,Correct
PR000167,S001,SKU0167,2026-06-01,211.5,211.5,Correct
PR000168,S001,SKU0168,2026-06-01,308.92,308.92,Correct
PR000169,S001,SKU0169,2026-06-01,295.29,295.29,Correct
PR000170,S001,SKU0170,2026-06-01,230.6,230.6,Correct
PR000171,S001,SKU0171,2026-06-01,236.93,236.93,Correct
PR000172,S001,SKU0172,2026-06-01,469.73,469.73,Correct
PR000173,S001,SKU0173,2026-06-01,268.26,268.26,Correct
PR000174,S001,SKU0174,2026-06-01,327.96,327.96,Correct
PR000175,S001,SKU0175,2026-06-01,72.12,72.12,Correct
PR000176,S001,SKU0176,2026-06-01,212.35,212.35,Correct
PR000177,S001,SKU0177,2026-06-01,212.3,212.3,Correct
PR000178,S001,SKU0178,2026-06-01,322.77,322.77,Correct
PR000179,S001,SKU0179,2026-06-01,359.82,359.82,Correct
PR000180,S001,SKU0180,2026-06-01,378.8,378.8,Correct
PR000181,S001,SKU0181,2026-06-01,84.59,84.59,Correct
PR000182,S001,SKU0182,2026-06-01,458.04,458.04,Correct
PR000183,S001,SKU0183,2026-06-01,192.23,192.23,Correct
PR000184,S001,SKU0184,2026-06-01,481.04,481.04,Correct
PR000185,S001,SKU0185,2026-06-01,465.77,465.77,Correct
PR000186,S001,SKU0186,2026-06-01,48.31,45.31,Mismatch
PR000187,S001,SKU0187,2026-06-01,36.64,36.64,Correct
PR000188,S001,SKU0188,2026-06-01,46.86,58.86,Mismatch
PR000189,S001,SKU0189,2026-06-01,172.07,172.07,Correct
PR000190,S001,SKU0190,2026-06-01,363.3,363.3,Correct
PR000191,S001,SKU0191,2026-06-01,204.44,204.44,Correct
PR000192,S001,SKU0192,2026-06-01,209.95,209.95,Correct
PR000193,S001,SKU0193,2026-06-01,318.8,318.8,Correct
PR000194,S001,SKU0194,2026-06-01,157.73,157.73,Correct
PR000195,S001,SKU0195,2026-06-01,268.03,268.03,Correct
PR000196,S001,SKU0196,2026-06-01,380.21,380.21,Correct
PR000197,S001,SKU0197,2026-06-01,75.61,75.61,Correct
PR000198,S001,SKU0198,2026-06-01,147.52,147.52,Correct
PR000199,S001,SKU0199,2026-06-01,159.99,159.99,Correct
PR000200,S001,SKU0200,2026-06-01,358.07,358.07,Correct
PR000201,S001,SKU0201,2026-06-01,299.71,299.71,Correct
PR000202,S001,SKU0202,2026-06-01,360.68,360.68,Correct
PR000203,S001,SKU0203,2026-06-01,234.05,234.05,Correct
PR000204,S001,SKU0204,2026-06-01,412.41,412.41,Correct
PR000205,S001,SKU0205,2026-06-01,120.99,120.99,Correct
PR000206,S001,SKU0206,2026-06-01,457.25,457.25,Correct
PR000207,S001,SKU0207,2026-06-01,187.12,187.12,Correct
PR000208,S001,SKU0208,2026-06-01,263.71,263.71,Correct
PR000209,S001,SKU0209,2026-06-01,178.57,178.57,Correct
PR000210,S001,SKU0210,2026-06-01,488.63,488.63,Correct
PR000211,S001,SKU0211,2026-06-01,304.58,304.58,Correct
PR000212,S001,SKU0212,2026-06-01,404.17,398.17,Mismatch
PR000213,S001,SKU0213,2026-06-01,28.57,28.57,Correct
PR000214,S001,SKU0214,2026-06-01,495.91,495.91,Correct
PR000215,S001,SKU0215,2026-06-01,269.85,269.85,Correct
PR000216,S001,SKU0216,2026-06-01,406.12,406.12,Correct
PR000217,S001,SKU0217,2026-06-01,139.9,139.9,Correct
PR000218,S001,SKU0218,2026-06-01,427.98,427.98,Correct
PR000219,S001,SKU0219,2026-06-01,130.3,130.3,Correct
PR000220,S001,SKU0220,2026-06-01,418.65,418.65,Correct
PR000221,S001,SKU0221,2026-06-01,418.57,418.57,Correct
PR000222,S001,SKU0222,2026-06-01,43.92,43.92,Correct
PR000223,S001,SKU0223,2026-06-01,468.91,468.91,Correct
PR000224,S001,SKU0224,2026-06-01,381.74,381.74,Correct
PR000225,S001,SKU0225,2026-06-01,71.47,78.47,Mismatch
PR000226,S001,SKU0226,2026-06-01,202.68,202.68,Correct
PR000227,S001,SKU0227,2026-06-01,42.01,46.01,Mismatch
PR000228,S001,SKU0228,2026-06-01,296.5,296.5,Correct
PR000229,S001,SKU0229,2026-06-01,115.9,115.9,Correct
PR000230,S001,SKU0230,2026-06-01,499.68,499.68,Correct
PR000231,S001,SKU0231,2026-06-01,469.3,469.3,Correct
PR000232,S001,SKU0232,2026-06-01,261.3,262.3,Mismatch
PR000233,S001,SKU0233,2026-06-01,345.85,345.85,Correct
PR000234,S001,SKU0234,2026-06-01,120.57,120.57,Correct
PR000235,S001,SKU0235,2026-06-01,52.98,43.98,Mismatch
PR000236,S001,SKU0236,2026-06-01,280.98,280.98,Correct
PR000237,S001,SKU0237,2026-06-01,37.31,37.31,Correct
PR000238,S001,SKU0238,2026-06-01,478.41,492.41,Mismatch
PR000239,S001,SKU0239,2026-06-01,447.72,447.72,Correct
PR000240,S001,SKU0240,2026-06-01,212.58,212.58,Correct
PR000241,S001,SKU0241,2026-06-01,46.68,46.68,Correct
PR000242,S001,SKU0242,2026-06-01,351.38,351.38,Correct
PR000243,S001,SKU0243,2026-06-01,390.05,390.05,Correct
PR000244,S001,SKU0244,2026-06-01,142.31,142.31,Correct
PR000245,S001,SKU0245,2026-06-01,489.14,489.14,Correct
PR000246,S001,SKU0246,2026-06-01,197.42,197.42,Correct
PR000247,S001,SKU0247,2026-06-01,448.95,448.95,Correct
PR000248,S001,SKU0248,2026-06-01,114.64,114.64,Correct
PR000249,S001,SKU0249,2026-06-01,141.45,141.45,Correct
PR000250,S001,SKU0250,2026-06-01,457.72,457.72,Correct
PR000251,S001,SKU0251,2026-06-01,370.13,380.13,Mismatch
PR000252,S001,SKU0252,2026-06-01,105.14,105.14,Correct
PR000253,S001,SKU0253,2026-06-01,455.37,455.37,Correct
PR000254,S001,SKU0254,2026-06-01,295.7,295.7,Correct
PR000255,S001,SKU0255,2026-06-01,361.88,361.88,Correct
PR000256,S001,SKU0256,2026-06-01,21.78,21.78,Correct
PR000257,S001,SKU0257,2026-06-01,62.23,62.23,Correct
PR000258,S001,SKU0258,2026-06-01,163.55,163.55,Correct
PR000259,S001,SKU0259,2026-06-01,283.96,283.96,Correct
PR000260,S001,SKU0260,2026-06-01,415.45,415.45,Correct
PR000261,S001,SKU0261,2026-06-01,133.85,133.85,Correct
PR000262,S001,SKU0262,2026-06-01,178.24,178.24,Correct
PR000263,S001,SKU0263,2026-06-01,456.52,456.52,Correct
PR000264,S001,SKU0264,2026-06-01,206.18,206.18,Correct
PR000265,S001,SKU0265,2026-06-01,444.9,444.9,Correct
PR000266,S001,SKU0266,2026-06-01,233.24,233.24,Correct
PR000267,S001,SKU0267,2026-06-01,51.75,51.75,Correct
PR000268,S001,SKU0268,2026-06-01,161.09,161.09,Correct
PR000269,S001,SKU0269,2026-06-01,250.26,250.26,Correct
PR000270,S001,SKU0270,2026-06-01,385.55,385.55,Correct
PR000271,S001,SKU0271,2026-06-01,169.05,169.05,Correct
PR000272,S001,SKU0272,2026-06-01,170.44,170.44,Correct
PR000273,S001,SKU0273,2026-06-01,249.08,249.08,Correct
PR000274,S001,SKU0274,2026-06-01,260.81,260.81,Correct
PR000275,S001,SKU0275,2026-06-01,415.78,415.78,Correct
PR000276,S001,SKU0276,2026-06-01,430.62,430.62,Correct
PR000277,S001,SKU0277,2026-06-01,332.37,350.37,Mismatch
PR000278,S001,SKU0278,2026-06-01,43.21,43.21,Correct
PR000279,S001,SKU0279,2026-06-01,313.32,313.32,Correct
PR000280,S001,SKU0280,2026-06-01,95.58,95.58,Correct
PR000281,S001,SKU0281,2026-06-01,475.38,475.38,Correct
PR000282,S001,SKU0282,2026-06-01,270.71,270.71,Correct
PR000283,S001,SKU0283,2026-06-01,113.95,113.95,Correct
PR000284,S001,SKU0284,2026-06-01,237.85,254.85,Mismatch
PR000285,S001,SKU0285,2026-06-01,419.41,419.41,Correct
PR000286,S001,SKU0286,2026-06-01,295.57,295.57,Correct
PR000287,S001,SKU0287,2026-06-01,308.45,308.45,Correct
PR000288,S001,SKU0288,2026-06-01,490.44,490.44,Correct
PR000289,S001,SKU0289,2026-06-01,208.68,208.68,Correct
PR000290,S001,SKU0290,2026-06-01,158.05,158.05,Correct
PR000291,S001,SKU0291,2026-06-01,451.08,451.08,Correct
PR000292,S001,SKU0292,2026-06-01,61.58,61.58,Correct
PR000293,S001,SKU0293,2026-06-01,407.95,407.95,Correct
PR000294,S001,SKU0294,2026-06-01,486.7,486.7,Correct
PR000295,S001,SKU0295,2026-06-01,87.26,72.26,Mismatch
PR000296,S001,SKU0296,2026-06-01,400.62,400.62,Correct
PR000297,S001,SKU0297,2026-06-01,171.67,190.67,Mismatch
PR000298,S001,SKU0298,2026-06-01,69.3,69.3,Correct
PR000299,S001,SKU0299,2026-06-01,110.33,110.33,Correct
PR000300,S001,SKU0300,2026-06-01,395.96,395.96,Correct
PR000301,S001,SKU0301,2026-06-01,181.13,181.13,Correct
PR000302,S001,SKU0302,2026-06-01,443.35,443.35,Correct
PR000303,S001,SKU0303,2026-06-01,308.4,308.4,Correct
PR000304,S001,SKU0304,2026-06-01,267.27,280.27,Mismatch
PR000305,S001,SKU0305,2026-06-01,90.49,90.49,Correct
PR000306,S001,SKU0306,2026-06-01,22.74,22.74,Correct
PR000307,S001,SKU0307,2026-06-01,82.79,82.79,Correct
PR000308,S001,SKU0308,2026-06-01,378.2,378.2,Correct
PR000309,S001,SKU0309,2026-06-01,421.52,421.52,Correct
PR000310,S001,SKU0310,2026-06-01,121.74,121.74,Correct
PR000311,S001,SKU0311,2026-06-01,36.79,36.79,Correct
PR000312,S001,SKU0312,2026-06-01,383.12,383.12,Correct
PR000313,S001,SKU0313,2026-06-01,448.12,448.12,Correct
PR000314,S001,SKU0314,2026-06-01,116.21,128.21,Mismatch
PR000315,S001,SKU0315,2026-06-01,52.02,52.02,Correct
PR000316,S001,SKU0316,2026-06-01,210.07,210.07,Correct
PR000317,S001,SKU0317,2026-06-01,384.46,384.46,Correct
PR000318,S001,SKU0318,2026-06-01,310.29,310.29,Correct
PR000319,S001,SKU0319,2026-06-01,36.61,36.61,Correct
PR000320,S001,SKU0320,2026-06-01,252.05,252.05,Correct
PR000321,S001,SKU0321,2026-06-01,130.18,130.18,Correct
PR000322,S001,SKU0322,2026-06-01,410.99,410.99,Correct
PR000323,S001,SKU0323,2026-06-01,245.34,245.34,Correct
PR000324,S001,SKU0324,2026-06-01,171.17,171.17,Correct
PR000325,S001,SKU0325,2026-06-01,324.51,324.51,Correct
PR000326,S001,SKU0326,2026-06-01,439.2,439.2,Correct
PR000327,S001,SKU0327,2026-06-01,277.46,277.46,Correct
PR000328,S001,SKU0328,2026-06-01,380.9,380.9,Correct
PR000329,S001,SKU0329,2026-06-01,153.06,153.06,Correct
PR000330,S001,SKU0330,2026-06-01,484.22,484.22,Correct
PR000331,S001,SKU0331,2026-06-01,280.85,280.85,Correct
PR000332,S001,SKU0332,2026-06-01,398.74,398.74,Correct
PR000333,S001,SKU0333,2026-06-01,383.06,383.06,Correct
PR000334,S001,SKU0334,2026-06-01,298.07,298.07,Correct
PR000335,S001,SKU0335,2026-06-01,283.02,283.02,Correct
PR000336,S001,SKU0336,2026-06-01,262.59,262.59,Correct
PR000337,S001,SKU0337,2026-06-01,123.3,123.3,Correct
PR000338,S001,SKU0338,2026-06-01,153.18,153.18,Correct
PR000339,S001,SKU0339,2026-06-01,333.9,318.9,Mismatch
PR000340,S001,SKU0340,2026-06-01,121.34,121.34,Correct
PR000341,S001,SKU0341,2026-06-01,234.46,234.46,Correct
PR000342,S001,SKU0342,2026-06-01,357.82,357.82,Correct
PR000343,S001,SKU0343,2026-06-01,76.1,76.1,Correct
PR000344,S001,SKU0344,2026-06-01,283.35,283.35,Correct
PR000345,S001,SKU0345,2026-06-01,229.48,229.48,Correct
PR000346,S001,SKU0346,2026-06-01,82.07,84.07,Mismatch
PR000347,S001,SKU0347,2026-06-01,379.83,379.83,Correct
PR000348,S001,SKU0348,2026-06-01,116.7,116.7,Correct
PR000349,S001,SKU0349,2026-06-01,185.45,185.45,Correct
PR000350,S001,SKU0350,2026-06-01,317.7,317.7,Correct
PR000351,S001,SKU0351,2026-06-01,242.86,242.86,Correct
PR000352,S001,SKU0352,2026-06-01,159.24,159.24,Correct
PR000353,S001,SKU0353,2026-06-01,50.83,50.83,Correct
PR000354,S001,SKU0354,2026-06-01,302.64,302.64,Correct
PR000355,S001,SKU0355,2026-06-01,29.53,35.53,Mismatch
PR000356,S001,SKU0356,2026-06-01,405.07,405.07,Correct
PR000357,S001,SKU0357,2026-06-01,257.41,276.41,Mismatch
PR000358,S001,SKU0358,2026-06-01,397.39,397.39,Correct
PR000359,S001,SKU0359,2026-06-01,420.05,420.05,Correct
PR000360,S001,SKU0360,2026-06-01,442.46,442.46,Correct
PR000361,S001,SKU0361,2026-06-01,354.14,354.14,Correct
PR000362,S001,SKU0362,2026-06-01,205.94,205.94,Correct
PR000363,S001,SKU0363,2026-06-01,134.77,134.77,Correct
PR000364,S001,SKU0364,2026-06-01,71.16,71.16,Correct
PR000365,S001,SKU0365,2026-06-01,343.63,343.63,Correct
PR000366,S001,SKU0366,2026-06-01,315.27,315.27,Correct
PR000367,S001,SKU0367,2026-06-01,462.01,462.01,Correct
PR000368,S001,SKU0368,2026-06-01,160.26,160.26,Correct
PR000369,S001,SKU0369,2026-06-01,156.2,156.2,Correct
PR000370,S001,SKU0370,2026-06-01,469.75,466.75,Mismatch
PR000371,S001,SKU0371,2026-06-01,165.51,165.51,Correct
PR000372,S001,SKU0372,2026-06-01,122.38,122.38,Correct
PR000373,S001,SKU0373,2026-06-01,52.31,52.31,Correct
PR000374,S001,SKU0374,2026-06-01,66.93,85.93,Mismatch
PR000375,S001,SKU0375,2026-06-01,199.65,199.65,Correct
PR000376,S001,SKU0376,2026-06-01,398.66,398.66,Correct
PR000377,S001,SKU0377,2026-06-01,32.09,32.09,Correct
PR000378,S001,SKU0378,2026-06-01,35.81,35.81,Correct
PR000379,S001,SKU0379,2026-06-01,145.2,145.2,Correct
PR000380,S001,SKU0380,2026-06-01,432.1,432.1,Correct
PR000381,S001,SKU0381,2026-06-01,144.53,144.53,Correct
PR000382,S001,SKU0382,2026-06-01,422.44,422.44,Correct
PR000383,S001,SKU0383,2026-06-01,149.07,149.07,Correct
PR000384,S001,SKU0384,2026-06-01,461.26,461.26,Correct
PR000385,S001,SKU0385,2026-06-01,272.31,272.31,Correct
PR000386,S001,SKU0386,2026-06-01,229.88,229.88,Correct
PR000387,S001,SKU0387,2026-06-01,479.91,479.91,Correct
PR000388,S001,SKU0388,2026-06-01,203.05,203.05,Correct
PR000389,S001,SKU0389,2026-06-01,263.62,263.62,Correct
PR000390,S001,SKU0390,2026-06-01,406.98,406.98,Correct
PR000391,S001,SKU0391,2026-06-01,294.97,294.97,Correct
PR000392,S001,SKU0392,2026-06-01,426.76,426.76,Correct
PR000393,S001,SKU0393,2026-06-01,327.1,327.1,Correct
PR000394,S001,SKU0394,2026-06-01,427.97,427.97,Correct
PR000395,S001,SKU0395,2026-06-01,211.89,211.89,Correct
PR000396,S001,SKU0396,2026-06-01,46.88,46.88,Correct
PR000397,S001,SKU0397,2026-06-01,330.37,330.37,Correct
PR000398,S001,SKU0398,2026-06-01,426.28,426.28,Correct
PR000399,S001,SKU0399,2026-06-01,175.35,175.35,Correct
PR000400,S001,SKU0400,2026-06-01,398.04,398.04,Correct
PR000401,S001,SKU0401,2026-06-01,463.74,463.74,Correct
PR000402,S001,SKU0402,2026-06-01,137.87,137.87,Correct
PR000403,S001,SKU0403,2026-06-01,468.48,468.48,Correct
PR000404,S001,SKU0404,2026-06-01,121.78,121.78,Correct
PR000405,S001,SKU0405,2026-06-01,134.27,134.27,Correct
PR000406,S001,SKU0406,2026-06-01,74.47,74.47,Correct
PR000407,S001,SKU0407,2026-06-01,441.9,441.9,Correct
PR000408,S001,SKU0408,2026-06-01,107.58,107.58,Correct
PR000409,S001,SKU0409,2026-06-01,277.2,277.2,Correct
PR000410,S001,SKU0410,2026-06-01,128.02,128.02,Correct
PR000411,S001,SKU0411,2026-06-01,135.3,135.3,Correct
PR000412,S001,SKU0412,2026-06-01,308.19,308.19,Correct
PR000413,S001,SKU0413,2026-06-01,261.21,261.21,Correct
PR000414,S001,SKU0414,2026-06-01,438.98,438.98,Correct
PR000415,S001,SKU0415,2026-06-01,417.29,417.29,Correct
PR000416,S001,SKU0416,2026-06-01,441.77,441.77,Correct
PR000417,S001,SKU0417,2026-06-01,336.68,336.68,Correct
PR000418,S001,SKU0418,2026-06-01,108.21,108.21,Correct
PR000419,S001,SKU0419,2026-06-01,235.1,223.1,Mismatch
